id,proper,mag,absmag,ci,x,y,z
34828,,4.42,0.387,1.331,-14.37652,43.256072,-45.012936
34887,,4.42,-4.209,-0.17,-151.739539,451.839925,-236.11313
34926,,4.75,-0.562,-0.091,-24.589751,72.819168,-86.179461
34943,,4.01,-3.221,-0.15,-79.967595,236.217084,-125.824594
35110,,4.66,-0.811,1.589,-36.012762,103.730384,-58.092035
35115,,4.83,-3.361,1.601,-131.002952,377.175131,-172.085079
35132,,3.97,-2.803,0.76,-27.934552,80.182853,-209.706812
35169,,2.71,-4.258,1.616,-65.206299,186.349551,-149.300305
35253,,3.58,1.128,0.106,-9.909037,27.946222,8.805756
35266,,4.65,-2.307,-0.099,-66.140466,185.983966,-147.315434
35287,,5,-0.146,0.087,-23.355106,65.468542,81.284039
35315,,4.88,-3.955,-0.16,-179.020796,500.860177,-243.055684
35317,,4.37,-5.443,-0.132,-280.07639,783.212348,-387.061103
35453,Wasat,3.5,2.16,0.374,-5.888392,16.151258,6.939513
35628,,4.94,-0.904,-0.039,-48.962555,130.564555,-48.059375
35806,Aludra,2.45,-6.476,-0.083,-190.762166,496.337122,-298.432917
35941,,4.99,-2.532,0.991,-115.111431,293.5477,51.499062
35946,,3.78,0.945,1.024,-11.927106,30.38497,17.208794
36044,,4.61,-0.009,-0.001,-20.244731,50.928261,63.517493
36087,Gomeisa,2.89,-0.586,-0.097,-18.209817,45.556204,7.147858
36182,,4.33,-0.616,1.425,-36.168237,89.336272,15.136711
36263,,4.16,2.878,0.32,-5.815731,14.195743,9.506008
36274,,3.25,-0.618,1.509,-16.404069,39.982094,-40.72716
36322,,4.55,-1.671,1.276,-65.527801,158.596503,36.495368
36328,,4.85,-5.044,0.243,-334.92153,810.002495,-372.496613
36412,,4.65,-3.668,0.904,-152.353154,364.613906,-237.084709
36444,,4.92,-1.005,1.633,-7.826627,18.647411,151.798327
36667,,4.82,-3.548,1.362,-181.711894,418.911139,-118.294243
36689,,4.44,2.425,0.521,-9.338236,21.462897,-9.597779
36744,Castor,1.58,0.615,0.034,-5.311938,12.130011,8.238737
36811,,4.65,0.49,-0.111,-24.165667,54.673563,-32.279448
36836,,4.93,-0.472,1.373,-29.674646,66.915732,-95.513367
36856,,4.06,-0.537,1.54,-30.104979,67.678521,37.572052
36990,,4.53,-0.687,-0.081,-37.322872,82.499218,-63.328989
37067,,4.69,-1.701,-0.1,-71.308473,155.929559,-81.286705
37124,,3.8,-1.332,-0.159,-39.647242,86.168417,-47.921159
37159,Jishui,4.89,1.352,0.413,-17.604251,38.11415,28.945417
37173,Procyon,0.4,2.671,0.432,-1.469312,3.17617,0.320024
37191,,4.84,-1.317,-0.189,-56.20691,121.287419,-105.603052
37273,,4.98,-1.664,1.543,-87.24625,186.278637,-56.133385
37340,,3.94,0.659,1.022,-19.103696,40.392645,-7.518267
37397,,3.93,0.751,1.033,-5.555002,11.669749,-41.257317
37502,,4.93,0.365,0.104,-18.465628,38.280249,69.93077
37522,,4.23,1.312,1.118,-14.627301,30.220289,18.521324
37541,,4.63,-2.243,1.632,-90.991731,187.515464,-112.746885
37570,,3.94,-16.06,0.16,-38291.587533,78676.76741,-48411.988585
37633,,3.57,0.385,0.932,-17.374205,35.446541,17.905243
37711,,3.62,-4.083,1.706,-121.341631,245.368054,-213.621366
37718,Pollux,1.16,1.084,0.991,-4.055465,8.19518,4.867171
37800,,4.89,-0.196,1.425,-44.076766,88.284547,33.03571
37962,,4.4,-3.791,-0.07,-177.636172,348.30693,-190.167555
37981,,4.69,0.427,1.039,-22.084008,43.185663,-52.156579
38057,,4.1,-4.417,-0.16,-159.874467,309.624302,-365.580595
38062,Azmidi,3.34,-4.487,1.218,-153.118527,296.362603,-154.558514
38304,,3.71,-1.459,1.012,-38.618552,72.465137,-70.319408
38343,,4.49,-2.002,-0.188,-73.05857,136.476492,-124.742956
38388,,4.63,-2.203,-0.228,-71.357379,132.71839,-177.136266
38406,,4.22,-4.308,-0.13,-160.841113,298.394134,-377.840741
38426,,4.97,0.801,0.098,-28.943408,53.587317,30.719285
38713,,3.46,-2.262,-0.177,-40.958494,73.302689,-111.359983
38721,,4.2,-1.821,0.718,-71.949183,128.660129,-62.208733
38788,,4.76,-3.091,0.151,-157.590853,279.483537,-187.750479
38847,,4.47,-2.873,-0.18,-94.72468,167.015922,-222.796274
38969,,4.93,0.302,1.205,-41.952099,72.856948,-5.406614
38985,,4.61,0.265,0.087,-35.056533,60.800842,-23.345844
39028,,4.81,-1.115,-0.173,-34.170263,58.986665,-137.130239
39100,,4.69,-1.008,1.475,-69.581124,119.047291,-3.352171
39200,,4.39,-0.067,1.252,-39.573096,67.004089,3.172507
39313,,4.94,0.464,1.13,-35.665386,59.640931,36.629896
39318,Naos,2.21,-5.397,-0.269,-130.674899,218.376203,-213.564535
39644,Tureis,2.83,1.382,0.458,-9.379037,15.076242,-8.018549
39681,,4.35,-1.833,-0.113,-33.295483,53.320205,-160.545681
39734,,4.78,0.356,0.048,-25.374808,40.428392,60.021585
39750,,4.36,-3.197,0.97,-172.53083,274.520877,-16.900451
39790,,4.74,3.237,0.437,-5.120016,8.113858,-17.525983
39793,,4.4,-1.371,-0.16,-71.881704,113.895555,-47.019828
39840,,1.75,-5.923,-0.145,-124.300149,195.993257,-251.831601
39971,,4.72,1.051,0.939,-28.615326,44.371776,-12.11868
39978,,4.44,-4.143,1.59,-217.566963,337.08653,-332.12161
39983,,4.73,-15.27,0.164,-39688.333489,61447.812029,-68183.594917
40054,Tegmine,4.67,2.673,0.531,-13.035978,20.033032,7.603791
40145,,4.99,-2.14,1.066,-141.007112,214.391986,-72.555365
40159,,4.78,-2.493,-0.11,-126.950621,192.728371,-167.055901
40211,,4.42,-0.387,1.17,-38.497885,58.137119,-59.234021
40411,Tarf,3.53,-1.313,1.481,-51.522087,76.015371,14.84954
40587,,4.05,2.593,0.413,-2.515914,3.642744,-19.054133
40591,,4.44,2.156,0.222,-13.053888,18.895299,-17.092944
40773,,4.34,0.951,1.161,-5.942562,8.436434,-46.487637
40830,,4.83,-2.617,1.419,-149.654998,211.006362,-168.34418
40921,Avior,1.86,-4.482,1.196,-54.83708,76.515238,-159.872623
40922,,4.79,-3.816,-0.146,-203.211129,283.50707,-394.128854
40959,Alsciaukat,4.25,-1.095,1.55,-49.889521,69.406143,80.234157
41190,,3.91,1.039,-0.012,-22.21508,30.115144,-2.555415
41195,,3.77,1.179,1.132,-7.921708,10.731349,-30.152411
41586,Muscida,3.35,-0.348,0.856,-16.37548,21.290022,47.898272
42015,,4.84,0.675,0.981,-22.613761,28.093587,-57.735593
42193,,4.11,-4.626,0.109,-259.443213,315.728058,-380.926901
42195,,4.14,0.682,0.003,-31.060832,37.795209,4.886214
42283,Minchir,4.45,-0.84,1.216,-72.861703,87.795627,6.661268
42364,,4.86,0.487,0.9,-41.817563,49.965426,-36.955019
42390,,4.98,-0.399,1.415,-74.725017,89.034455,-25.716635
42396,,3.97,-1.558,0.936,-66.942302,79.706384,-73.721425
42408,,4.59,0.116,1.179,-21.882091,26.028746,70.744858
42416,,3.6,-2.299,-0.168,-58.71851,69.796529,-120.698168
42449,,4.31,-3.919,-0.117,-143.69503,170.315593,-382.271019
42452,,3.77,-16.23,0.67,-44268.895114,52465.832585,-72715.89497
42505,,4.74,-4.724,0.137,-342.599425,403.912027,-574.310463
42543,,4.87,0.808,1.063,-40.492194,47.526772,-17.836846
42607,,4.83,-1.03,-0.173,-58.047162,67.710972,-118.845793
42680,,4.3,-1.975,-0.192,-117.329664,135.898249,10.66243
42687,Asellus Borealis,4.66,0.936,0.01,-33.797361,39.125009,20.33287
42709,,3.68,-3.473,-0.18,-147.689477,170.508984,-147.537653
42716,,4.63,-2.233,0.84,-153.247381,176.799963,-29.697511
42765,,4.05,-0.181,0.874,-33.930288,38.895322,-47.544435
42792,Asellus Australis,3.94,0.928,1.083,-25.041776,28.63397,12.473108
42794,Alsephina,1.93,-0.033,0.043,-9.394033,10.739813,-20.158771
42904,,3.87,-4.902,0.015,-261.370054,295.35393,-409.001899
42948,,4.32,-0.059,0.9,-48.487966,54.625007,-17.599924
42984,,4.03,-1.003,1.007,-59.175263,66.476982,48.846771
42986,,4.5,-1.842,-0.169,-67.604379,75.938075,-155.190471
42990,Ashlesha,3.38,0.39,0.685,-26.198413,29.410867,4.431082
43113,,4.35,-0.829,-0.044,-72.427474,80.133985,11.043767
43224,,4.94,-2.718,0.043,-161.453862,176.514292,-241.801472
43286,,4.02,0.004,1.272,-38.119847,41.407111,-29.561085
43659,,3.84,-1.117,-0.104,-33.242229,34.710992,-85.450746
43689,,3.11,-0.439,0.978,-35.316755,36.765697,5.309278
43700,,4.87,0.471,0.142,-46.537543,48.390854,-35.220779
43754,,4.68,-0.494,-0.115,-45.64889,47.13849,-86.210555
43812,,4.93,-1.646,-0.182,-73.749993,75.72392,-177.525434
43939,Acubens,4.26,0.453,0.141,-39.690103,40.217629,11.863811
44000,Talitha,3.12,2.312,0.223,-6.835882,6.883318,10.789878
44064,,4.45,0.402,0.646,-34.310322,34.283342,-42.541431
44120,,3.96,2.93,0.463,-8.496677,8.449391,10.707365
44254,,4,1.084,0.145,-10.959043,10.727523,-35.095233
44262,,4.74,-0.181,1.542,-26.238304,25.661975,89.174849
44343,Alkaphrah,3.57,-1.635,0.007,-53.667801,51.996165,80.572997
44383,,3.75,-1.065,1.174,-44.9964,43.39387,-67.265198
44471,,4.47,-0.977,0.607,-26.549942,25.383448,-117.230442
44498,,4.66,-2.702,-0.149,-71.606714,68.16658,-279.782221
44531,,4.99,-2.204,1.189,-198.469921,188.385732,24.384833
44572,,4.56,-2.435,1.037,-142.682841,134.775878,155.855184
44689,Suhail,2.23,-3.883,1.665,-88.662596,82.682121,-114.774841
44696,,4.62,-1.555,1.594,-113.101873,105.424918,-74.9398
44773,,4.46,2.162,0.288,-13.136539,12.157018,22.586243
44910,,4.8,3.254,0.489,-5.847532,5.339885,18.777611
44947,,4.67,1.73,0.381,-12.781485,11.618266,34.664578
44952,,3.43,-2.253,-0.19,-52.268405,47.490561,-117.37957
44957,,4.99,-15.01,0.222,-52477.103581,47636.215793,-70547.463495
44972,,3.96,-2.146,-0.18,-57.282911,51.905154,-147.343168
45106,Miaplacidus,1.67,-1.032,0.07,-8.980712,8.001552,-32.546536
45204,,3.89,1.182,-0.06,-26.074955,22.995381,1.405035
45308,,4.92,0.73,1.084,-40.578389,35.395103,-42.938669
45317,,4.63,1.114,0.473,-30.231324,26.337334,-30.66932
45363,,4.8,2.028,0.199,-15.902851,13.801155,29.004929
45365,,4.34,-1.536,1.602,-60.68161,52.656261,-126.314357
45425,Aspidiske,2.21,-4.643,0.189,-90.887872,78.251756,-201.791538
45557,,3.82,0.906,0.066,-23.374361,19.815176,22.926164
45620,,4.77,-0.301,0.927,-77.350337,65.035285,-21.434127
45679,,4.8,0.631,0.913,-51.620293,43.129268,-11.323789
45724,,4.79,0.514,0.926,-25.507141,21.22407,-63.484685
45728,,3.14,-0.831,1.55,-39.512346,32.846027,35.17204
45770,,4.71,-1.229,1.633,-106.697986,88.35205,-67.462157
45809,Markeb,2.47,-3.751,-0.141,-77.65777,63.951481,-143.729782
45894,,4.71,0.86,0.892,-39.981104,32.606579,-28.402371
46014,,4.47,0.518,1.222,-43.149317,34.738124,27.236473
46239,,4.72,1.313,1.154,-34.907582,27.443238,-18.250853
46259,Alphard,1.99,-1.723,1.44,-43.003468,33.722848,-8.322089
46376,,4.59,3.396,0.411,-13.696743,10.590983,-0.837388
46382,,4.51,-2.181,1.408,-139.565679,107.824531,-127.90814
46518,,3.6,2.228,0.371,-11.382585,8.679058,-12.210922
46568,,3.16,-1.164,1.538,-31.754679,24.098313,-61.464914
46600,,3.65,1.766,0.36,-8.603035,6.510645,21.231076
46617,Alterf,4.32,-0.7,1.541,-74.131964,56.004334,39.376137
46637,,4.99,0.889,1.046,-51.752664,39.017676,12.9507
46643,,4.54,-1.463,0.109,-126.733075,95.515712,-3.281718
46720,,3.17,2.522,0.475,-6.693935,5.005096,10.57472
46819,,4.54,0.771,0.914,-36.727405,27.121579,33.6576
46841,,4.08,-3.965,-0.013,-167.414546,123.378853,-349.278931
46844,,4.54,2.019,0.781,-8.8633,6.529755,29.970273
46873,,4.47,-0.056,0.027,-39.843065,29.261248,63.389555
46896,,4.81,0.711,0.992,-41.037596,30.072439,42.121002
47042,,4.34,1.793,0.173,-17.076537,12.31308,-24.523729
47060,,4.28,-3.141,1.488,-37.32432,26.847884,301.391198
47072,,5,0.616,1.051,-60.718424,43.626147,8.962702
47177,,4.68,-0.105,1.31,-73.603912,52.281093,7.342101
47257,,4.51,0.309,-0.07,-27.144864,19.122006,-60.718624
47297,Ukdah,3.9,-0.635,1.313,-66.071937,46.325951,-1.609728
47373,Subra,3.52,0.512,0.516,-32.353394,22.412883,6.863686
47387,,4.76,-1.196,-0.117,-117.02204,80.966874,-62.145015
47457,,4.93,4.048,0.534,-11.318572,7.76158,-6.086167
47623,,4.78,-0.306,0.516,-76.378087,51.419982,-48.482449
47719,,3.69,-4.709,1.01,-183.781936,122.513039,-424.437591
47772,Ras Elased Australis,2.97,-1.424,0.808,-57.700126,38.244772,30.494289
47866,,2.92,-5.3,0.273,-155.321542,101.734428,-399.488275
48182,,3.78,1.02,0.291,-15.505407,9.784196,30.560252
48219,Zhang,4.11,-0.43,0.918,-66.227032,41.59319,-20.730703
48237,,4.58,-2.97,1.172,-188.586906,118.21116,-234.934131
48265,,4.55,-1.416,0.038,-77.666573,48.48156,126.314461
48318,Rasalas,3.88,0.978,1.222,-29.062466,18.02588,16.685015
48422,,4.87,-0.232,1.199,-80.420618,49.18277,-45.839772
48478,Felis,4.94,-1.435,1.559,-152.168245,92.455966,-61.341498
48635,,3.52,-4.921,-0.067,-242.953038,144.739494,-397.464518
48889,,4.68,-0.796,1.589,-106.845097,61.554441,17.426851
49261,,4.6,-0.315,-0.087,-82.143224,45.007279,-21.735618
49441,,3.48,-4.47,-0.031,-328.449984,175.868859,112.220999
49451,,4.49,2.236,0.19,-20.337129,10.878482,16.2967
49496,,4.39,-0.395,1.448,-78.745563,41.911852,15.725184
49500,,4.48,-0.215,-0.032,-76.698775,40.80808,-0.563531
49528,Regulus,1.36,-0.569,-0.087,-21.018857,11.132218,5.041397
49571,,4.85,-3.204,-0.12,-223.293293,117.558256,-320.807643
49700,,3.61,0.92,1.007,-29.938956,15.487743,-7.382812
49958,,3.29,-1.812,-0.074,-32.00779,16.00439,-98.524026
50050,,3.85,1.388,0.051,-20.660362,10.218175,-20.842511
50193,Adhafera,3.43,-1.192,0.307,-69.409312,33.594777,33.397009
50229,,3.39,-3.133,1.541,-87.13034,41.987831,-176.898605
50230,Tania Borealis,3.45,0.326,0.029,-27.815454,13.402145,28.706022
50413,,4.59,-4.182,1.6,-294.912958,138.127708,-465.594001
50422,,4.78,3.131,0.452,-18.248265,8.534898,7.122411
50440,Algieba,2.01,-0.994,1.128,-34.002797,15.860719,13.53874
50532,,4.5,-3.233,-0.102,-178.581258,82.409049,-292.063178
50653,,4.82,0.841,1.095,-42.523932,19.306177,-41.536251
50655,Tania Australis,3.06,-1.185,1.603,-48.161684,21.865099,46.794651
50702,,4.97,-0.482,-0.128,-44.04861,19.849599,-113.279863
50788,,4.94,-0.146,-0.052,-39.331229,17.484507,94.738965
50809,,3.99,2.939,0.369,-4.080371,1.808276,-15.597165
50911,,4.72,0.448,0.26,-54.504577,23.72371,39.788315
50924,,3.83,-0.45,1.456,-63.022703,27.373482,-20.792498
51027,,4.28,-0.971,1.429,-88.352579,37.890013,-57.918293
51047,,4.65,-15.35,0.474,-49216.266252,21041.305288,-84469.063012
51087,,3.81,-4.262,0.317,-196.531535,83.545339,-351.776134
51089,,4.2,0.831,0.908,-34.818822,14.800637,28.20798
51291,,4.72,0.208,0.042,-22.825726,9.415606,-75.95994
51312,,4.82,4.287,0.541,-6.613102,2.718087,10.592404
51348,,4.94,-2.562,1.677,-84.555297,34.577704,-302.983592
51375,,4.89,3.197,0.5,-11.954013,4.868385,-17.581178
51428,,3.3,-2.553,-0.089,-65.154868,26.316211,-130.423268
51475,,3.84,-16.16,-0.148,-91628.219948,36643.48097,16171.724913
51509,,4.72,2.023,0.222,-24.492411,9.742819,22.453613
51659,,4.86,0.461,0.957,-17.440256,6.774144,73.470305
51690,,4.11,-1.427,1.58,-23.590237,9.118277,-125.518147
51700,,4.45,-3.338,1.604,-180.676542,69.727876,-304.668464
51830,,4.87,-1.003,1.626,-124.132537,46.887988,-68.818523
51837,,3.84,1.696,0.3,-16.728402,6.3126,-20.015507
51860,,4.89,-1.704,2.8,-189.701165,71.346928,-48.226078
51934,,4.91,0.86,0.922,-57.920169,21.487818,-18.741882
51947,,4.68,-1.564,0.823,-141.042262,52.228946,93.894934
51951,,4.69,-4.595,1.562,-345.64003,127.941972,-617.847533
52003,,4.29,-2.766,1.025,-136.666108,50.211211,-212.666606
52219,,4.76,-0.956,-0.139,-56.531903,19.953693,-125.498543
52268,,2.74,-2.985,-0.22,-56.980945,19.910719,-125.948607
52317,,4.58,-3.138,1.7,-162.347956,56.267084,-304.520188
52351,,4.8,-1.092,-0.134,-62.61507,21.524887,-135.52
52481,,4.45,-0.708,-0.188,-16.754133,5.623468,-106.064858
52575,,2.69,-0.087,0.901,-22.183186,7.339648,-27.280949
52584,,4.87,-0.971,-0.149,-60.458367,19.978993,-132.799515
52789,,3.11,-0.111,1.232,-40.343946,12.793047,-12.291085
53075,Praecipua,3.79,1.472,1.04,-23.041794,6.900625,16.355475
53099,,3.78,1.458,0.945,-14.436596,4.310989,-24.92996
53141,,4.66,0.269,-0.039,-52.7979,15.644705,51.693196
53262,,4.3,-0.421,0.016,-76.740685,22.145239,36.821043
53347,,4.6,0.773,1.006,-44.696342,12.665166,-35.182633
53584,Alkes,4.08,0.638,1.079,-44.746057,12.036889,-15.32333
53618,,4.37,0.473,0.116,-43.044414,11.502641,-40.436502
53651,,4.84,-0.377,1.144,-106.589011,28.281073,6.971851
53669,,4.98,1.649,0.166,-44.565858,11.785895,4.927631
53751,,4.73,-1.537,1.593,-173.306253,44.95891,-7.76892
53754,Merak,2.34,0.399,0.033,-13.103033,3.398358,20.360601
53798,,4.42,1.472,0.053,-35.330409,9.082879,13.407184
53905,Dubhe,1.81,-1.07,1.061,-17.298705,4.33488,33.191332
54024,,4.62,2.308,0.332,-27.933018,6.832954,3.702177
54046,,4.92,1.741,0.369,-37.332873,9.078033,-19.825005
54143,,4.62,-0.814,0.988,-54.992171,13.065371,-108.229327
54304,,3.93,-16.07,1.225,-50249.82514,11464.949662,-85694.282278
54380,,3,-0.232,1.144,-30.843315,6.88533,31.054046
54522,,4.46,-0.631,0.025,-93.979241,20.122462,-40.451687
54591,,4.59,-15.41,0.541,-48463.829439,10168.720642,-86878.388235
54712,Zosma,2.56,1.294,0.128,-16.442201,3.337108,6.280742
54718,Chertan,3.33,-0.191,-0.003,-47.814213,9.675761,13.464276
54789,,4.56,-2.783,1.657,-265.39327,52.544691,115.372069
54921,,4.45,0.691,0.21,-55.346129,10.592461,-3.596235
55055,Alula Borealis,3.49,-1.949,1.4,-100.864256,18.476143,66.832099
55102,,4.76,0.912,0.113,-45.502825,8.201254,36.365276
55118,,3.56,-0.217,1.112,-54.199405,9.717642,-14.52639
55260,,3.9,-1.3,-0.157,-62.768014,10.783606,-89.257117
55269,,4.05,-0.096,-0.058,-66.140622,11.324464,7.087542
55395,,4.99,-1.076,0.998,-117.003029,19.146141,112.440475
55423,,5,-2.55,1.464,-257.910821,41.75929,-190.97388
55476,,4,2.129,0.423,-22.987695,3.648687,4.326252
55521,,4.81,-0.5,1.556,-111.927049,17.422325,-21.729917
55539,,4.06,2.05,0.216,-23.765377,3.670362,-7.667025
55779,,4.95,-1.233,1,-170.517134,24.012169,8.591477
55959,,4.77,-1.568,1.529,-183.381869,23.886401,-9.703152
56044,Giausar,3.82,-1.226,1.613,-35.773586,4.486959,95.570558
56113,,4.93,2.831,0.54,-22.772217,2.768505,-12.852752
56174,,3.54,0.544,0.947,-33.524411,3.96759,-20.978114
56311,,4.62,-0.962,-0.077,-75.883966,8.390759,-106.106941
56392,,3.11,-2.438,-0.044,-58.063196,6.158685,-114.692848
56464,,4.7,0.028,-0.073,-84.291063,8.605864,-14.638702
56478,,4.3,0.573,0.983,-55.361348,5.587078,-0.800036
56753,,4.7,-0.992,-0.07,-112.605217,9.746158,-78.393462
56816,,4.93,-2.247,1.111,-127.100039,10.620449,-240.786185
57003,,5,-15,0.784,-46071.906391,3318.666211,-88692.535842
57111,,4.71,-0.462,0.958,-102.494591,6.824337,-34.072715
57156,,4.84,1.975,0.174,-36.946879,2.37565,5.373462
57190,,3.63,0.675,0.16,-15.372609,0.966692,-35.814787
57208,,4.04,-0.733,1.501,-89.335882,5.519063,10.244433
57226,Taiyangshou,3.69,-0.063,1.181,-37.766969,2.301619,41.698309
57266,,4.11,-1.276,0.895,-57.496946,3.387322,-104.674396
57270,,4.89,5.066,0.664,-6.99949,0.412234,-5.988563
57392,,4.5,0.234,0.547,-66.839525,3.507123,24.651099
57408,,4.75,-0.849,1.522,-51.803121,2.659983,-121.112002
57459,Denebola,2.14,1.933,0.09,-10.633926,0.508011,2.767546
57496,,4.3,-2.006,-0.149,-80.518191,3.626595,-163.717351
57523,,4.98,-2.337,1.36,-98.2526,4.314042,-273.556324
57584,Zavijava,3.59,3.397,0.518,-10.914853,0.443379,0.336562
57630,,4.47,-1.146,1.283,-93.550664,3.616395,-94.189158
57678,,4.89,-0.339,-0.123,-46.566024,1.655874,-100.869132
57763,,4.29,-0.598,-0.1,-78.778366,2.438319,-52.978439
57828,Phecda,2.41,0.377,0.044,-15.094867,0.406425,20.552678
58309,,4.88,-0.344,-0.054,-22.630021,0.036908,-108.530587
58415,,4.65,-0.705,0.122,-117.000681,-0.445765,13.567178
58583,,4.32,0.032,0.28,-32.354329,-0.427074,-64.371212
58693,,4.72,-2.37,-0.081,-118.149652,-2.227465,-233.590654
58773,,4.12,0.623,0.967,-49.456789,-1.124272,7.599057
58895,,4.14,2.662,0.353,-8.465553,-0.254271,-17.847491
58994,,4.46,-1.182,-0.163,-85.149167,-3.005868,-103.953339
59016,,2.58,-2.943,-0.128,-80.490795,-2.936809,-98.48459
59020,Alchiba,4.02,3.149,0.334,-13.557668,-0.497944,-6.248321
59134,,3.02,-1.924,1.326,-89.88085,-3.973272,-37.486747
59267,,3.97,-1.355,-0.156,-70.823795,-3.603843,-91.980772
59565,Imai,2.79,-2.333,-0.193,-54.778605,-3.62525,-90.466
59592,Megrez,3.32,1.358,0.077,-13.402309,-0.903455,20.710384
59621,Gienah,2.58,-0.785,-0.107,-44.805937,-3.095058,-14.197066
59665,,4.93,0.513,0.957,-69.694731,-4.978144,31.029412
59674,,4.99,0.056,1.14,-81.077617,-5.848085,52.913399
59746,,4.06,-0.769,1.603,-34.578526,-2.656314,-85.667942
59816,,4.24,-0.567,-0.123,-16.913371,-1.356886,-89.904352
59826,,4.06,-1.14,-0.168,-47.906339,-3.862337,-98.554663
59945,Zaniah,3.89,-0.662,0.026,-81.054806,-7.05786,-0.946921
59988,,4.97,0.094,1.172,-93.89987,-8.35956,5.456403
60017,,4.72,-0.024,1.01,-84.291909,-7.640422,27.1625
60075,Ginan,3.59,-0.65,1.389,-34.656852,-3.239447,-61.275879
60166,,4.78,0.001,0.515,-80.90623,-7.970422,39.381767
60299,,4.76,-0.608,0.877,-73.252449,-7.707192,92.80608
60509,,4.92,0.283,0.277,-74.702206,-8.643693,38.761154
60522,,4.82,-0.869,-0.141,-85.02997,-9.886927,-107.427413
60530,Acrux,0.77,-4.202,-0.243,-44.363755,-5.171957,-88.034513
60554,,4.35,0.8,1.128,-44.854517,-5.296552,24.287368
60558,,4.98,0.328,0.088,-75.485835,-8.930421,38.439359
60635,,3.91,-1.596,-0.192,-80.166328,-9.857284,-97.048731
60776,Algorab,2.94,0.813,-0.012,-25.316094,-3.317674,-7.57057
60893,Gacrux,1.59,-0.579,1.6,-14.606901,-1.998688,-22.800748
60983,,4.3,2.99,0.388,-17.384353,-2.448661,-5.09915
61008,,3.84,-1.151,-0.157,-30.252522,-4.314584,-94.79796
61088,,3.85,-2.036,-0.116,-51.400013,-7.563147,141.115978
61124,Chara,4.24,4.608,0.588,-6.266213,-0.929293,5.576481
61166,Kraz,2.65,-0.6,0.893,-40.529889,-6.127261,-17.73539
61191,,4.95,-1.38,1.312,-62.314914,-9.517033,173.398985
61202,,4.8,-0.09,0.012,-86.726287,-13.290876,36.574715
61392,,2.69,-2.237,-0.176,-33.992375,-5.563974,-90.370102
61429,,3.85,0.827,0.049,-26.283342,-4.363283,-30.158275
61547,,4.66,-0.111,1.24,-87.830127,-15.189098,-12.519906
61596,,4.63,-0.613,-0.082,-84.409362,-14.836369,-71.88126
61739,,2.2,-0.805,-0.023,-25.771821,-4.720403,-30.097707
61748,Porrima,2.74,2.402,0.368,-11.488622,-2.111702,-0.295552
61767,,4.88,2.082,0.076,-35.09965,-6.487005,6.445292
61773,,4.91,-2.426,-0.044,-145.54617,-26.937819,-253.158623
61819,,4.66,0.826,1.075,-37.824555,-7.111282,-43.983916
62075,,4.69,1.86,1.049,-17.501322,-3.531603,-32.184876
62127,,3.04,-2.06,-0.178,-38.249334,-7.83061,-97.161472
62132,,4.62,-0.738,-0.15,-63.777619,-13.085451,-98.322988
62239,Mimosa,1.25,-3.407,-0.238,-42.168771,-8.909619,-73.723149
62487,,4.9,-0.544,-0.031,-99.245673,-22.314159,-68.611416
62566,,4.93,0.18,0.681,-77.024837,-17.675955,41.210244
62670,,4.33,-0.447,1.344,-57.69358,-13.61562,-68.05595
62689,,4.89,0.197,0.904,-78.728443,-18.645343,31.454488
62699,,4.25,0.957,0.224,-33.866046,-8.042527,-29.392978
62757,Alioth,1.76,-0.256,-0.022,-13.775959,-3.309169,20.972944
62785,,4.77,-1.343,1.59,-160.028453,-38.680014,-27.665937
62803,,4.03,-1.49,-0.18,-66.928408,-16.25159,-106.780004
62807,,4.62,-0.733,-0.153,-58.626976,-14.251893,-100.998151
62890,Minelauva,3.39,-0.53,1.571,-58.94191,-14.587593,3.604756
62925,Cor Caroli,2.89,0.157,-0.115,-26.795114,-6.684223,21.824384
63153,,4.76,-0.227,1.568,-91.732311,-24.118592,29.741363
63259,,4.88,-1.651,1.165,-167.925753,-45.211219,103.606856
63300,,4.93,2.902,0.368,-13.601724,-3.690939,21.18558
63405,Vindemiatrix,2.85,0.218,0.934,-31.782664,-8.840495,6.38806
63411,,3.61,1.384,1.19,-8.497455,-2.367379,-26.438289
63521,,4.83,0.68,0.029,-42.210157,-12.01494,-51.434446
63742,,4.71,-0.679,-0.148,-76.02441,-22.619947,-89.537224
63801,,4.27,-1.511,-0.182,-88.364964,-26.557271,-109.597766
63819,,4.8,-0.235,1.482,-86.200274,-26.016708,47.121741
63963,,4.94,0.685,1.048,-62.332323,-19.370955,-27.865588
64034,,4.38,-0.549,-0.008,-91.90017,-28.953908,-9.343987
64037,Diadem,4.32,3.065,0.455,-16.211012,-5.110375,5.368871
64189,,4.23,4.428,0.572,-7.676072,-2.489414,4.268726
64202,,4.85,3.273,0.693,-15.531004,-5.050305,-12.669384
64220,,4.58,-0.745,-0.073,-55.33929,-18.059147,-100.503154
64335,,4.94,-0.804,1.061,-102.130763,-34.031654,90.82094
64378,,4.9,3.6,0.489,-8.858292,-2.974795,-15.615439
64456,,4.79,-0.558,-0.078,-41.808581,-14.24278,-108.743263
64615,,4.86,-2.959,1.48,-136.279795,-47.735769,-336.637835
64639,,4.72,0.177,0.306,-58.064795,-20.431424,52.70761
64647,,4.78,-1.8,1.638,-194.393291,-68.461175,19.735435
